case_id,cores,old_makespan,calendar_makespan,baseline_makespan,old_speedup,calendar_speedup,m_change,old_solver_wall_s,calendar_solver_wall_s,old_extra_ddr_bytes,calendar_extra_ddr_bytes,old_spill_bytes,calendar_spill_bytes,old_cache_hit_rate,calendar_cache_hit_rate
062,1,2855025,2855025,2854809,0.9999243439199307,0.9999243439199307,equal,16.385728916997323,16.38447858399013,0,0,0,0,0.0,0.0
062,2,1514152,1514152,2854809,1.8854177123564873,1.8854177123564873,equal,13.35892966701067,10.40147320899996,6144,6144,0,0,0.0,0.0
062,3,1006775,1006775,2854809,2.835597824737404,2.835597824737404,equal,9.877199709007982,9.08341966700391,36864,36864,0,0,0.0,0.0
062,4,838050,838050,2854809,3.4064900662251656,3.4064900662251656,equal,10.501748166017933,9.892636042000959,30720,30720,0,0,0.0,0.0
062,5,588101,588101,2854809,4.854283532930568,4.854283532930568,equal,8.536981250013923,10.130789499991806,64512,64512,0,0,0.0,0.0
063,1,1070589,1070589,1070397,0.9998206594687598,0.9998206594687598,equal,3.305984625010751,3.323852750007063,0,0,0,0,0.0,0.0
063,2,566944,566944,1070397,1.8880118671332617,1.8880118671332617,equal,3.2177229590015486,3.61476812500041,18432,18432,0,0,0.0,0.0
063,3,399623,399623,1070397,2.678517002274644,2.678517002274644,equal,3.0897136249986943,2.909911791997729,24576,24576,0,0,0.0,0.0
063,4,293826,293826,1070397,3.6429621612791245,3.6429621612791245,equal,2.8291783750173636,2.8866409999900497,52224,52224,0,0,0.0,0.0
063,5,232381,232381,1070397,4.606215654464005,4.606215654464005,equal,2.7610098749864846,2.823249625012977,55296,55296,0,0,0.0,0.0
064,1,16128,16128,19116,1.1852678571428572,1.1852678571428572,equal,0.25788575000478886,0.3529618750035297,0,0,0,0,0.0,0.0
064,2,10370,9721,19116,1.8433944069431052,1.9664643555189796,improved,0.2910840420227032,0.546124290995067,45670,42214,0,0,0.13101706833727547,0.17316978945335137
064,3,9093,8421,19116,2.1022764764104256,2.2700391877449233,improved,0.22338779200799763,0.4083793330064509,79178,74572,0,0,0.2505625122285267,0.27794721851133014
064,4,7016,7016,19116,2.724629418472064,2.724629418472064,equal,0.2414594580186531,0.34632549999514595,97584,97584,0,0,0.4324549873776888,0.4324549873776888
064,5,6981,6981,19116,2.738289643317576,2.738289643317576,equal,0.2747703339846339,0.39271395801915787,93998,93998,0,0,0.40530254709359187,0.40530254709359187
065,1,32594,32594,53068,1.6281524206909248,1.6281524206909248,equal,0.31422733300132677,0.3914783750078641,0,0,0,0,0.0,0.0
065,2,18257,18257,53068,2.906720709864709,2.906720709864709,equal,0.34760720797930844,0.5295504170062486,298058,298058,0,0,0.17540586156791477,0.17540586156791477
